model_name,model_size,token_id,final_text,strategy,cpu_time,cuda_time,cpu_memory_usage,cuda_memory_usage,self_cpu_memory_usage,self_cuda_memory_usage
EleutherAI/pythia-2.8b,2775208960,73,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share",cpu,3012651.0,0.0,6727684,0,-1125717536,0
EleutherAI/pythia-2.8b,2775208960,74,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of",cpu,2976353.0,0.0,6735876,0,-1135595884,0
EleutherAI/pythia-2.8b,2775208960,75,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the",cpu,2966226.0,0.0,6744068,0,-1140865000,0
EleutherAI/pythia-2.8b,2775208960,76,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection",cpu,3051074.0,0.0,6752260,0,-1153613848,0
EleutherAI/pythia-2.8b,2775208960,77,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under",cpu,3090089.0,0.0,6760452,0,-1166104312,0
EleutherAI/pythia-2.8b,2775208960,78,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the",cpu,3108491.0,0.0,6768644,0,-1175475548,0
EleutherAI/pythia-2.8b,2775208960,79,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention",cpu,3162205.0,0.0,6776836,0,-1190817084,0
EleutherAI/pythia-2.8b,2775208960,80,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on",cpu,3187757.0,0.0,6785028,0,-1205374652,0
EleutherAI/pythia-2.8b,2775208960,81,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on M",cpu,3376808.0,0.0,6793220,0,-1210375672,0
EleutherAI/pythia-2.8b,2775208960,82,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migr",cpu,3308870.0,0.0,6801412,0,-1222274524,0
EleutherAI/pythia-2.8b,2775208960,83,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory",cpu,3203311.0,0.0,6809604,0,-1230231076,0
EleutherAI/pythia-2.8b,2775208960,84,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory Species",cpu,3241754.0,0.0,6817796,0,-1250401936,0
EleutherAI/pythia-2.8b,2775208960,85,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory Species,",cpu,3189276.0,0.0,6825988,0,-1256873556,0
EleutherAI/pythia-2.8b,2775208960,86,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory Species, rule",cpu,3236422.0,0.0,6834180,0,-1276699216,0
EleutherAI/pythia-2.8b,2775208960,87,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory Species, rule 48",cpu,3220635.0,0.0,6842372,0,-1283404424,0
EleutherAI/pythia-2.8b,2775208960,88,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory Species, rule 48 (",cpu,3268914.0,0.0,6850564,0,-1297988004,0
EleutherAI/pythia-2.8b,2775208960,89,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory Species, rule 48 (article",cpu,3196426.0,0.0,6858756,0,-1307483604,0
EleutherAI/pythia-2.8b,2775208960,90,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory Species, rule 48 (article 4",cpu,3211068.0,0.0,6866948,0,-1320833608,0
EleutherAI/pythia-2.8b,2775208960,91,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory Species, rule 48 (article 4b",cpu,3346874.0,0.0,6875140,0,-1330666248,0
EleutherAI/pythia-2.8b,2775208960,92,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory Species, rule 48 (article 4b)",cpu,4469356.0,0.0,6883332,0,-1340330760,0
EleutherAI/pythia-2.8b,2775208960,93,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory Species, rule 48 (article 4b) which",cpu,3508783.0,0.0,6891524,0,-1358059384,0
EleutherAI/pythia-2.8b,2775208960,94,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory Species, rule 48 (article 4b) which offers",cpu,3466737.0,0.0,6899716,0,-1373140088,0
EleutherAI/pythia-2.8b,2775208960,95,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory Species, rule 48 (article 4b) which offers protection",cpu,3342221.0,0.0,6907908,0,-1381323788,0
EleutherAI/pythia-2.8b,2775208960,96,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory Species, rule 48 (article 4b) which offers protection to",cpu,3355300.0,0.0,6916100,0,-1402782020,0
EleutherAI/pythia-2.8b,2775208960,97,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory Species, rule 48 (article 4b) which offers protection to animals",cpu,3385199.0,0.0,6924292,0,-1410164752,0
EleutherAI/pythia-2.8b,2775208960,98,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory Species, rule 48 (article 4b) which offers protection to animals that",cpu,3472452.0,0.0,6932484,0,-1415507488,0
EleutherAI/pythia-2.8b,2775208960,99,"
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese. The proof of the existence of dragons in China remains a controversial one. However, Stephen Lay, director and curator of the Shambala Agit exhibits in New York’s the Israel Museum, insists that unlike the Andalucian legend, dragon sightings have been more frequently reported in northwestern China than in any other country. Tibet also has a significant share of the protection under the Convention on Migratory Species, rule 48 (article 4b) which offers protection to animals that have",cpu,3416544.0,0.0,6940676,0,-1442464612,0
facebook/opt-125m,125239296,0,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.
",cpu,458495.0,0.0,-862662836,0,-911943268,0
facebook/opt-125m,125239296,1,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

",cpu,140562.0,0.0,747724,0,-50471391,0
facebook/opt-125m,125239296,2,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products",cpu,168798.0,0.0,750028,0,-51272556,0
facebook/opt-125m,125239296,3,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and",cpu,137219.0,0.0,752332,0,-53018218,0
facebook/opt-125m,125239296,4,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products",cpu,169164.0,0.0,754636,0,-54607524,0
facebook/opt-125m,125239296,5,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from",cpu,147554.0,0.0,756940,0,-55197270,0
facebook/opt-125m,125239296,6,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from A",cpu,133015.0,0.0,759244,0,-56871336,0
facebook/opt-125m,125239296,7,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Agh",cpu,159802.0,0.0,761548,0,-59467514,0
facebook/opt-125m,125239296,8,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghak",cpu,181968.0,0.0,763852,0,-58817676,0
facebook/opt-125m,125239296,9,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana",cpu,205371.0,0.0,766156,0,-60822822,0
facebook/opt-125m,125239296,10,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana B",cpu,170845.0,0.0,768460,0,-61608364,0
facebook/opt-125m,125239296,11,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar",cpu,199645.0,0.0,770764,0,-63124706,0
facebook/opt-125m,125239296,12,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar,",cpu,192455.0,0.0,773068,0,-63960196,0
facebook/opt-125m,125239296,13,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where",cpu,174790.0,0.0,775372,0,-65791510,0
facebook/opt-125m,125239296,14,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the",cpu,195926.0,0.0,777676,0,-67088596,0
facebook/opt-125m,125239296,15,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons",cpu,179134.0,0.0,779980,0,-70658106,0
facebook/opt-125m,125239296,16,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were",cpu,165192.0,0.0,782284,0,-70184060,0
facebook/opt-125m,125239296,17,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated",cpu,164517.0,0.0,784588,0,-70820150,0
facebook/opt-125m,125239296,18,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in",cpu,183874.0,0.0,786892,0,-72345988,0
facebook/opt-125m,125239296,19,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003",cpu,179134.0,0.0,789196,0,-73907706,0
facebook/opt-125m,125239296,20,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003,",cpu,168098.0,0.0,791500,0,-75275392,0
facebook/opt-125m,125239296,21,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can",cpu,196757.0,0.0,793804,0,-77035279,0
facebook/opt-125m,125239296,22,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be",cpu,190146.0,0.0,796108,0,-78032492,0
facebook/opt-125m,125239296,23,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen",cpu,196838.0,0.0,798412,0,-78615662,0
facebook/opt-125m,125239296,24,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below",cpu,166756.0,0.0,800716,0,-81612744,0
facebook/opt-125m,125239296,25,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below.",cpu,189036.0,0.0,803020,0,-82829510,0
facebook/opt-125m,125239296,26,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors",cpu,171685.0,0.0,805324,0,-84035888,0
facebook/opt-125m,125239296,27,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range",cpu,175082.0,0.0,807628,0,-84764146,0
facebook/opt-125m,125239296,28,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from",cpu,221684.0,0.0,809932,0,-86837532,0
facebook/opt-125m,125239296,29,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from rape",cpu,218322.0,0.0,812236,0,-88513902,0
facebook/opt-125m,125239296,30,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from rapey",cpu,212975.0,0.0,814540,0,-88592220,0
facebook/opt-125m,125239296,31,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from rapey gr",cpu,184358.0,0.0,816844,0,-90202074,0
facebook/opt-125m,125239296,32,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from rapey grime",cpu,187206.0,0.0,819148,0,-92758608,0
facebook/opt-125m,125239296,33,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from rapey grime,",cpu,199284.0,0.0,821452,0,-93314826,0
facebook/opt-125m,125239296,34,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from rapey grime, to",cpu,220333.0,0.0,823756,0,-95921240,0
facebook/opt-125m,125239296,35,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from rapey grime, to lesser",cpu,190348.0,0.0,826060,0,-97377454,0
facebook/opt-125m,125239296,36,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from rapey grime, to lesser-",cpu,200949.0,0.0,828364,0,-98786076,0
facebook/opt-125m,125239296,37,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from rapey grime, to lesser-known",cpu,215656.0,0.0,830668,0,-99035302,0
facebook/opt-125m,125239296,38,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from rapey grime, to lesser-known black",cpu,206233.0,0.0,832972,0,-99687360,0
facebook/opt-125m,125239296,39,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from rapey grime, to lesser-known black cr",cpu,224873.0,0.0,835276,0,-101627302,0
facebook/opt-125m,125239296,40,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from rapey grime, to lesser-known black crumbs",cpu,223739.0,0.0,837580,0,-102898652,0
facebook/opt-125m,125239296,41,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from rapey grime, to lesser-known black crumbs that",cpu,239722.0,0.0,839884,0,-104178862,0
facebook/opt-125m,125239296,42,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from rapey grime, to lesser-known black crumbs that are",cpu,228831.0,0.0,842188,0,-105232000,0
facebook/opt-125m,125239296,43,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from rapey grime, to lesser-known black crumbs that are green",cpu,254556.0,0.0,844492,0,-107638102,0
facebook/opt-125m,125239296,44,"</s>
In a shocking finding, scientist discovered a herd of dragons living in a remote, previously unexplored valley, in Tibet. Even more surprising to the researchers was the fact that the dragons spoke perfect Chinese.

Products and products from Aghakana Bazar, where the dragons were relocated in 2003, can be seen below. Colors range from rapey grime, to lesser-known black crumbs that are green and",cpu,266777.0,0.0,846796,0,-109468832,0
